smiles,gap
CCNC(C#N)C1CO1,0.2774
OC(C#N)C(=N)NC=O,0.2274
C#CC1CN(C1)CC=O,0.2072
CC1NC(=O)CC(C)=C1,0.2525
CC1(CCC(=O)OC1)C,0.2698
O=CCCC1CCOC1,0.2231
CC#CCC(=O)C(=O)C,0.1525
Cc1c(=O)nnon1,0.1536
CC1CC(=O)OC1C=O,0.2203
OCC#CC1NCC1O,0.2618
CNc1c(cc([nH]1)O)O,0.2329
c1c([nH]cn1)C#CC#N,0.177
CCc1ncc(=O)[nH]n1,0.1668
c1c[nH]c(c1CC#N)N,0.2251
Cc1ccc(c(=O)o1)O,0.1684
CC(CC#N)OCCO,0.2995
CN(C=N)c1ccoc1,0.2139
CCC1C(C)CN1C=O,0.2634
Cn1cc([nH]c1=O)N,0.228
OC1CC1(O)CNC=O,0.2721
CNc1conc1N,0.2201
OC1=NC=CC(=N)N1,0.1865
c1c(c([nH]n1)OC=O)N,0.1988
OC1(C=O)C=CNC1=N,0.1849
CCN(CCC#N)C=O,0.2698
C#CCc1c(n[nH]n1)O,0.2331
N=C1C=C(ON=N1)C#C,0.162
COc1cc([nH]n1)C#C,0.2021
CN=c1ccocc1F,0.1854
CC(O)C1C=CCC1C,0.2567
NC1=NC(CC1O)C=O,0.2083
COCC(C#C)C1CN1,0.2899
C(=O)C(C=O)(C(=N)N)O,0.1996
CCC(=O)N(C)C(=N)C,0.2388
CCn1cc(nc1C)C,0.2412
C#Cc1nc(on1)N,0.2142
C(C(F)(F)F)C(F)(F)F,0.462
CCCc1cc[nH]c1N,0.2458
CC1CNC=CC1=O,0.19
COCC(=O)CO,0.2343
OC1CNC(=O)C=C1,0.2045
CC1C(O)C(O)C1=O,0.2208
Cc1ncnn1C(=O)C,0.2216
CC1OCC1(C)CO,0.3079
CC1CC(=NO)C1(C)O,0.2504
c1c([nH]cn1)NC(=O)N,0.2181
CC#CCC(C)CC#C,0.2862
OC1=NC=NC=CC1=N,0.1634
Cc1c[nH]c(c1C#C)O,0.2145
CCC(C)C(C)CO,0.341
CNCC1(CCO1)C#N,0.2408
CC(O)C1=CC=CN1C,0.2339
[NH3+]CC(CC([O-])=O)C#N,0.2668
C#CC(=O)CCCCO,0.2083
CCOc1coc(=O)[nH]1,0.2455
NC(=O)C1CCC(=N)O1,0.263
CC(C)NC(=O)CCO,0.2778
C#CC1=C(CCC1)C=O,0.1718
OC(C=O)C1NCC1=O,0.2029
N=C1NC(=O)C=NO1,0.1885
NC(C#N)C(F)(F)F,0.2941
O=C1OCC1CC#C,0.2704
CCc1c[nH]c(c1O)N,0.235
CCC(=N)N1CCC1=O,0.2389
c1cc(c(=O)oc1)N,0.1632
CC(=NO)C(O)C1CO1,0.2547
Cc1nc(c(o1)CO)O,0.2144
C1CC1(C=O)C(=O)N,0.2176
CCC(CC(N)=O)C#N,0.2669
COC(C)C(C)C(C)C,0.3237
CC1CCN=C(C)O1,0.2722
CCc1cc(oc1O)N,0.223
c1cc(c(=O)cnc1)N,0.1437
CC1(C)C(O)CC1C=O,0.2192
CC1CCOC1CC#C,0.3037
COC(C)C(C)(O)C=O,0.2173
CC1(O)CC(O)C1=NO,0.2358
COC(=O)C1CCN1,0.2374
O=CNC1CC(=O)C=C1,0.1882
[NH3+]CC#CC1=CN=N[N-]1,0.1272
c1cnn[nH]1,0.2618
CC(CO)C1NC1C#N,0.2777
CC(CC=O)OCC=O,0.2156
C1COC(=N1)NC=O,0.2322
CC1(O)C=CCC1CO,0.2603
CC1C(CC#C)NC1=O,0.2794
C#Cc1coc(n1)CO,0.214
CC1=CC(OC1)C#C,0.254
CC1COCC1CC#C,0.2992
N=C1OCCOC1=N,0.2249
CC(C)c1[nH]nc(n1)N,0.2333
c1c(c([nH]n1)N)CO,0.2362
CC(CO)C(C)=O,0.2304
CC1=CCOC1C(N)=O,0.2351
NC1=NC(=N)N=CO1,0.2066
C#CC(C#C)C1CN1,0.2712
CC1CN=CN1C(N)=O,0.2284
COC(C=O)C(=O)CO,0.2012
c1cnc(c(c1O)O)O,0.2184
C#Cc1cc(no1)CO,0.2043
COc1c(c(n[nH]1)O)N,0.2548
CN(CCOC=N)C=O,0.2678
COCCCC1CC1,0.3409
CC1C=C(CO)NC1=O,0.2115
c1c([nH]nn1)CCC=O,0.2176
[NH3+]CC(O)C([O-])=O,0.2659
CN=C1NN=C(C)C=C1,0.1539
CCC(NC)(C=O)C#N,0.2159
CN=CNC(=N)OC,0.2388
CN1C(COC1=N)C#C,0.2526
CC(C#N)C#CC1CN1,0.2562
C#CC1COC1CC#N,0.2841
CCCC1(CN1C)C#N,0.2767
OC1C(OC1C#C)C#C,0.2519
c1c(cnc(n1)CO)F,0.1959
c1c(onc1C=O)CO,0.1936
c1c(c([nH]c1O)N)C=O,0.1692
CC(C)C1CC1,0.3665
C1COC1(CO)CO,0.306
CCc1ccnc(n1)O,0.2147
NC1=C(O)C(=N)C=NN1,0.1607
CC#CC(N)(C#C)C#N,0.2539
CNC(=O)n1nccn1,0.2254
CN(CCC#N)C(=O)N,0.2844
CC1CCC=C(C)CO1,0.2496
CC1CCC(O)C(=O)N1,0.2809
COCCOC=N,0.2869
CC(=O)C(CC=O)C#N,0.2188
c1c(=O)cn[nH]c1N,0.1869
c1c(coc1N)N(=O)=O,0.1455
CCc1c(onc1N)C,0.2365
Cc1ccc(cc1)N,0.2021
CC1(CC(O)C#C)CO1,0.292
CC(=O)CCC1CCO1,0.2351
CCC#Cc1cnoc1,0.2111
CC1(C)OC(=O)C1N,0.2494
CC1(CO)NC1C#C,0.2772
CCc1cc(oc1C)N,0.2178
CC1=CCC(C#N)C1O,0.2589
CCc1c(nco1)N,0.2089
c1cncnc1C(=O)N,0.1859
CC(C=O)C1CC1O,0.2049
OCC1=CCNC1C#N,0.2393
COC(C)CCCO,0.3303
c1nc(=O)nc(o1)F,0.2179
OCCC1CC1CC#C,0.3139
C#CCCOC=O,0.28
OCCC(=O)C1CN1,0.2325
CC(=O)C1(CCC1)C=O,0.2125
CC1CCOC(=O)C1O,0.2602
Cc1coc(=O)[nH]c1=O,0.2181
c1nc(on1)C#CCO,0.2078
CC#CC1(C)C(C)N1C,0.2581
CCC(C)(C#N)C#N,0.325
Cc1cc(ncc1F)C,0.2196
CC(COC=O)C#N,0.2863
CC(OC=N)C(=O)C#C,0.188
CCCC(CCC)C#N,0.3433
c1c[nH]c(cc1=NO)F,0.1701
O=CC#CC1(CO1)C=O,0.1974
C(C(F)(F)F)O,0.3488
CCCNc1ccno1,0.2235
OC1CC(O)C=C1,0.2611
OC1(CC(=O)C=C1)C#C,0.1888
OCC1(COC=N1)C#C,0.2612
N=CN1CC=CCC1=O,0.2344
CCCC(O)CC1CC1,0.3237
CCC(C)C(C)O,0.3293
CC#CCOC(=O)N,0.2867
NC1COCOC1=O,0.2492
CC1COC1(C)CCO,0.3187
COC(CO)C=O,0.2134
CC1=C(OC(=N)N1)C#N,0.1806
CC1CN=CN1C=O,0.2228
CC1OC(=N)C(C)C1=O,0.2155
O=C(C#N)C1OCC=C1,0.1707
Cn1cc(cc1N)O,0.2262
C[NH+](C)CCC([O-])=O,0.2765
N=C1NC(CC#N)=CO1,0.2096
N=C1NC=NNC1=O,0.1935
CC1(CC#N)CC(=N)O1,0.2877
CC(=O)C(CC#N)C=O,0.2055
CC1(COC(=N1)C#N)C,0.2196
OC1C(NC1C#C)C#C,0.2516
OC1CNC1C#CC=O,0.19
CNC1(C)CNC1C#N,0.2445
O=CNC1COCC=C1,0.2487
OCC(CCC=O)C#N,0.2272
CN=C1OC(C)C(N)=C1,0.2076
OC(C#C)C1CC(O)C1,0.3012
CN=COCC1(C)CO1,0.2732
CCC(C)(C)C1CCC1,0.3547
CC1(CC#CC=O)CO1,0.2049
CCC1COC1C#N,0.278
CC(C)CC(C)C=O,0.2269
CCn1c(ccn1)CO,0.249
COCC(C=O)C#CC,0.2188
CC(O)CC(=NO)C#C,0.2064
CCC(C)C#C,0.3157
CC1CC(=NO)C(=O)O1,0.1981
Cc1ccc(o1)CC#C,0.228
CC#CCC=O,0.2194
CC1(O)COCC1=O,0.2141
CCc1cc[nH]n1,0.2674
CC(CCCO)CC#C,0.3137
CC(=N)OC1COC1,0.2699
CCC1=CCC(=O)C1C,0.2225
CCc1cc(c[nH]1)C=O,0.1901
CC(C#C)C1CCOC1,0.2948
N=C1CC(=N)OCCO1,0.2676
N=COCC(C#C)C#C,0.277
CCC(CO)CC1CC1,0.3362
CC(=N[O-])C1=[NH+]C=CN1,0.1397
COC(=O)C(CO)C=O,0.2286
OC1CCN=COC1,0.2602
CN1CC(C1)C(=O)C=O,0.1253
OC(CC(=O)C=O)C#N,0.1568
O=C1ON=NC=C1,0.1692
CC1C(C)C(=O)C1O,0.2232
CC1C=CC(=N)N1C=O,0.1976
COCC(O)C1(C)CO1,0.3387
CNc1nc(=O)nco1,0.215
CCN=C1OC(C)C=C1,0.2051
CC#Cc1ccon1,0.219
COc1nc(no1)C=O,0.194
CC(C=O)C1(CN1)C#N,0.2105
CC(C)OC1CCC1O,0.3152
CN1CC(=CC1=O)CO,0.2115
C#Cc1cc(n[nH]1)C#N,0.211
CC1OCC=CC1(C)C,0.2662
CCC1=CCCOCC1,0.2458
Cn1c(=O)cc(cn1)F,0.1792
Cc1coc(=O)c(n1)N,0.1634
CCC1N(C)C1(C)CO,0.2943
CC1=CCC(=N)OC1,0.2589
CC(C#C)C1(O)CC1O,0.2953
CC(CCO)NC(N)=O,0.2998
CCC1(C)OCC1=NO,0.2468
CCC1=CCOC=NC1,0.2311
c1c([nH]nc1N)CO,0.2242
CC1COC(=O)CCO1,0.2709
c1cncc(=O)nc1O,0.1632
NCC1(COC=N1)C#N,0.2367
CC(C)C(C=O)C(N)=O,0.208
OCC1OC1C=O,0.2198
CC(CC#N)C(C)=O,0.2312
CC1=CC(OCC1)C=O,0.209
CC1=COC(F)=NC1=N,0.2138
C1C(=O)COCC(=O)N1,0.1959
c1c(n(c(n1)O)C=O)N,0.1724
CCC(=NO)CCC=O,0.2204
OC1=CC=NC(=N)C=C1,0.1547
CCCCC(CO)C#N,0.3088
N#CC1CC=CCCN1,0.251
CCC1(C)C(C)NC1=O,0.2779
CC(O)C(C)OC(C)=O,0.2805
C#CCC#CCC(=O)N,0.2704
Cc1nccn1C(=O)N,0.2118
C#CCN=CNCC#N,0.2583
O=CC1CN=C(N1)C=O,0.1706
CNC1CNC1C#N,0.2464
CC1C(O)C(=O)C1(C)O,0.2049
CC(O)C#CCC=O,0.2206
CCC(O)(CC=O)C=O,0.2147
C#CC1=CC(NC1)C#N,0.2014
NC(=[NH2+])N1CC1C([O-])=O,0.2575
CN=C1C=NNC=C1N,0.1564
C#CCN1CCC1C#C,0.2513
CCc1cc([nH]n1)CO,0.2531
O=COCC1CN1C=O,0.2525
OC(C#C)C1=CN=CN1,0.2338
CC(C#N)C1(N)CC1O,0.2802
NC1=CC(=O)N=NO1,0.2053
COC(C#CC)C(N)=O,0.2475
CC1(CC(O1)C#C)C#N,0.268
CC1NC(=O)CCC1=O,0.215
c1ncnnn1,0.1627
[O-]C(=O)C1CC[NH2+]C1,0.277
Cc1c(c(=O)cc[nH]1)N,0.1814
CC#CCOC1COC1,0.281
CC(=O)CC1NC1C#N,0.2348
OCCC1(O)CC1C#N,0.2945
CC1OC=NC1CCO,0.2666
CCN=c1cnonc1,0.1823
Cn1c(coc1=O)N,0.2393
NC1=CC(OC=N)=CN1,0.2192
OC1COC1CC=O,0.2239
CC(C#N)C(O)CC#C,0.2938
CC1COC(=N)N1C=N,0.2382
O=CC1CC(=O)CC=C1,0.2066
C#Cc1cc(=O)cc[nH]1,0.1729
CC#CC(=NO)C#C,0.1787
CC(O)CC1=COC=N1,0.2443
OCCC1(CO)CC1O,0.3103
OC(CC=O)C(=O)C=O,0.134
CCC1=CC(=O)NCC1,0.2085
CCC1(C)CCC1C#C,0.2988
CCC(C)NC(=O)NC,0.3019
C#CCOCC1COC1,0.2744
COCCC1CCC=C1,0.2631
OCCC1(CO)CN1,0.3116
COC1OCCN=C1N,0.2476
C#CC1(NC1C#N)C#C,0.2435
CC1(C)CC1(C=O)C#N,0.2239
CC1(CO)CCOC=N1,0.2676
OC(CCC=O)C1CC1,0.2294
CNc1c(c(co1)N)N,0.2168
CNCc1ncn(n1)C,0.2252
COc1cc[nH]c1O,0.2342
CCOCC1OC1CO,0.3337
COC=NCC1NC1C,0.2607
CNc1ccncn1,0.2086
N=C1CC=CC(=O)CO1,0.1854
CNc1ccncc1F,0.2147
CCOC1C(N)C1C#N,0.2678
CC(=NO)COC(=O)N,0.2522
CCOC(=NC)C(C)C,0.2746
c1nc(on1)CCC=O,0.2259
CCC(OC=N)C=O,0.2149
CC(C)(C(C#N)C#N)N,0.2605
CCC(N)(C#C)C#N,0.2702
CC1=NC=COC1=N,0.1668
C1CN(C1=O)CCC=O,0.2151
CC(O)C1(O)CCC1C,0.3122
COCCOC(=O)C=O,0.1804
c1c(coc1CO)N,0.2152
C1CC1C(=O)CCC#N,0.2351
CCC(=O)C1CCN1C,0.1855
CC1CCC(C)(O)C1=O,0.2114
CCNCC#N,0.2706
CCC(C)(CC)OC,0.3232
C#CCc1nc(no1)O,0.2412
CCC(C#N)C(N)C#N,0.2809
CC(=[NH2+])NC(=N)C([O-])=O,0.1394
OCC(C#C)C(=O)C#N,0.1853
COCCC1=CCCC1,0.2583
CC(C)C(=O)OC=NC,0.2426
CC(=O)[C-]1OC(=[NH2+])C=C1,0.1685
CC1(C)COC(=O)C1N,0.2536
C#CCN(C=N)C(=O)N,0.2537
CNC1(CCC1C)C#N,0.2676
O=COCC1(CO1)C#C,0.2799
OCC(CC1CC1)C=O,0.2273
CC1(CC(=O)C(=O)C1)O,0.1462
C#CC(=O)CO,0.2088
CC1C(C(O)C#N)N1C,0.2445
CC([NH3+])CCC([O-])=O,0.2729
CC1(O)COC(C1)C#N,0.2859
N=COCC1NC1C#C,0.2693
CC(C)C(C)CCC=O,0.2291
CC1OC(=O)CC1O,0.2742
ON=C1CC(O)C1C#N,0.2436
CNc1cc(no1)C#N,0.1891
CC#CCOC(=O)C#N,0.2036
CC1(CN1CC#C)C,0.2656
COC(=O)c1nc[nH]n1,0.2382
OC1=CC(F)=COC1=N,0.1633
C1CC=C(C1)CO,0.2606
CCOC=NCC#N,0.2721
CCC(C)C(C)(O)C#C,0.3
CCC(O)C(C)CCO,0.3323
C1C(CO1)O,0.3069
CCC1CCOC=N1,0.2705
CC1=C(O)C(=N)OC=N1,0.1746
OCC(=O)C1CN=CO1,0.2203
OCC(=O)OC=N,0.255
O=CC1CC(CO1)C#C,0.2157
CCC(C)C(C#C)C#C,0.2934
CC1CC1C(=O)CC=O,0.2082
COCC1NC1C#C,0.2831
CC1=C(COC1)C=O,0.1834
CC(=NO)C1(CN1)C#C,0.2257
C[NH2+]C1CC(C1)C([O-])=O,0.1248
CC1NC1CC(=O)CO,0.2308
Cc1cc(co1)N(C)C,0.2136
CC1CC1(C[NH3+])C([O-])=O,0.2787
N=C1OC(C#N)C1C=O,0.2255
OCC(=O)C(=O)OC=N,0.1747
NC(=[NH2+])C[N-]C(=O)C#N,0.217
N=C1OC=NO1,0.2413
CC1CCCC1OC=O,0.2864
C#CC(C#C)C#CC#N,0.2352
[NH3+]CC1=CC(=O)O[CH-]1,0.2285
CN=C1OC(=O)NN=C1,0.1901
CCC1OC1COC=N,0.2826
CC(C)(C#C)C(=O)NC,0.2745
CC(C)N=C(C)OC=O,0.2403
O=CCC1OCC1=O,0.2084
C1C(CN1C=O)NC=O,0.2629
CC(C)n1nnnn1,0.2737
CCC1OC(C)C1C#N,0.2846
CC1([NH3+])CC1(C)C([O-])=O,0.2727
CC1C(C)N1CC#C,0.2701
c1c(c(c([nH]1)CO)N)N,0.2157
CC1CC(O)C1C,0.3251
c1c(cncc1N)N,0.1937
FC1=NOC(=N)C(=N)O1,0.2028
CC#CCC1COC1C,0.2957
CC(C)C1CCOC1,0.318
Cn1cc(nc1)C=O,0.2037
c1c(c(n[nH]1)N)C#N,0.2094
CC(=O)C1(O)C(O)C1O,0.1981
Cc1c(c(cn1C)N)N,0.217
CNC(=O)C1OCC1O,0.2614
CCC(=O)CCOC,0.2353
N=C(OC=O)C(=O)C=O,0.1449
O=CC1(CC#C)CO1,0.218
Cn1c(nc(n1)CO)O,0.2613
CC1(COC=N1)C,0.2727
CC1OCCC(O1)C#N,0.2913
C1CCC=C(CC1)CO,0.2534
Cc1cncc(c1O)F,0.2351
c1cc(oc1C=O)C=O,0.1693
C1C=CC(O1)(C#N)C#N,0.2573
C#CCC#CCCCO,0.2896
C1COC(=O)C=CN1,0.2016
NC(C#C)C1=NOC=C1,0.2325
O=CC1CC=CCC=C1,0.2145
CC1CCCNC(=O)O1,0.2864
CC1CC1N(C)C=O,0.2646
CC(C)CCC1CO1,0.3468
CN=COCC1NC1C,0.2714
Cc1ccc(=O)oc1C,0.1734
Cc1cc(c[nH]1)C(=O)C,0.1961
CC1CC(C)C(=O)O1,0.2774
CNC(=O)C1NC1C#C,0.252
CCC1OCC1C(C)C,0.3137
CC1N=COCC1CO,0.2742
C(C#CCO)C(F)(F)F,0.2818
C[NH2+]C(C)C(C=O)=N[O-],0.1582
CC1CC(C)(CO)C1C,0.3226
CC#CC1(N)CNC1=O,0.2559
O=C1OCC(CC#N)O1,0.3187
CNc1cc(n(c1)C)O,0.2226
CCC(CO)(CO)C#N,0.2993
OCC1(COC1=O)C=O,0.2136
CC1OC1C#CC=O,0.2009
Cc1c([nH]cn1)C(C)C,0.2455
CC(CC1CO1)OC=N,0.2804
CC(=O)OC(CO)C#N,0.2783
COc1c(nc(o1)N)O,0.2197
CC#CCC(C)(N)C#N,0.2784
CCOc1ncncn1,0.2226
CC1=[NH+]C(CN1)C([O-])=O,0.1506
CC1OCC(O)CO1,0.3303
Cc1c(cnnc1F)O,0.1958
CC(C)(O)C(CO)C=O,0.2186
COCC1CC1(O)CO,0.3032
O=CC1NC1C#C,0.2179
O=CC1CC=CCO1,0.2249
CC1(O)CC(O)(CO)C1,0.2983
C1C(CO1)N=COC=O,0.221
CC1(C=CCC1=O)C#N,0.2189
CC1C(CC#C)N1C,0.2707
CC(=O)CCOC=NC,0.2276
OC1=NC=CC=CC1=N,0.1515
OC1(CC#C)CCC=C1,0.2632
COC=NCC(=O)C#C,0.1913
CC(O)CC(=O)C(N)=N,0.1845
CC(CO)C(C)CC#C,0.312
CCC1(COC=N1)C#C,0.2686
CCC1(CN1)C#C,0.2871
OCC(O)CNC=O,0.2814
CC(=[NH2+])NCCC([O-])=O,0.2422
COCC1(O)CCC1C,0.3273
COC1=NC(CO)CN1,0.2714
C(COC=O)C(=O)CO,0.2344
c1c([nH]cn1)CC=O,0.1762
CCc1c([nH]c(=O)[nH]1)N,0.2258
CC1(C)CC1CCO,0.3393
OC1CC=CNC(=O)C1,0.2164
Cc1c(cn[nH]1)N,0.2276
CC1=NC(=O)N=NO1,0.2404
CC(CO)CC(C)C#C,0.3135
CC1=CCC(=O)C1=NO,0.1649
CCC1CCCCC1O,0.3178
C#CCC1OCCC=C1,0.261
Cc1ccccc1OC,0.2194
Cc1cnc(o1)NC=O,0.2051
CNc1ccc(o1)NC,0.2127
CC(O)CNC(=O)C#C,0.2325
CC1OC(C)(C)C1CO,0.305
NC1=CC(=N)NC(=O)C1,0.1946
O=CCCC1CC(=O)N1,0.2249
CC#CC1CCC=C1,0.2589
Cc1ncc(nn1)C#C,0.1591
ON=C1C=CNC1C#N,0.1755
Cc1c(cn(c1N)C)O,0.2292
c1[nH]c(=O)c(=O)on1,0.2027
O=CNC1CCC=C1,0.2519
c1c(c[nH]c1NC=O)N,0.1806
C#CC(=O)OCCC=O,0.2142
CCOCCC(O)CO,0.3139
CC1=CCCC(=N)OC1,0.2504
C(=O)Oc1c(non1)N,0.2079
c1c(c(no1)O)C=O,0.1992
CCN(C)CC#CC#N,0.1927
COC1CCCC=CC1,0.2529
CC1C(O)C(C#C)N1C,0.2582
CC1(O)CC=CC1O,0.2496
CC(C)NC(=O)COC,0.2686
Cc1c(ncnc1F)F,0.2408
COC=NC(C)C(C)O,0.256
CCC1(NC1C#C)C=O,0.2102
CN1N=CC(=N)C=C1N,0.1685
CN=CNC(=N)C#N,0.1878
CC(CC=O)N(C)C=O,0.2139
CCC(CN1CC1)OC,0.3134
CC(C)C1(C)NC1C#N,0.2866
OCC1CC=C(CO)C1,0.2599
C1CN(C1)CC#CCO,0.2532
COC(=O)C1(C)CCO1,0.25
OCC1CN(C=O)C1=N,0.2273
N=CN1CC(=N)NC1=O,0.2382
OCC(C#N)C(F)(F)F,0.3131
CC(OC=O)C1COC1,0.2607
OCC1OC=NC1CO,0.2582
Cc1c(oc(=O)n1C)C,0.2337
CC(C)CCC(=O)C#C,0.2083
CCC1OC1C(C)C,0.3436
CC(=O)C(CO)C(N)=O,0.2278
CC(C)C(C)C1CC1O,0.3288
CC(O)C(C)(O)C=O,0.2227
CCC(=O)CCC#CC,0.2261
N=C1ON=CC(=C1)C#C,0.151
CC(C)(C)CC#CC#C,0.2295
CC(=O)NC1CN(C1)C,0.2516
CC1=CCC(C#C)C1O,0.2592
Cc1c(cc(o1)CO)N,0.2079
CCC1C(C#C)N1CC,0.2561
OCC1CC(O)CC1=O,0.2167
CC(C(=O)N)(C(=O)N)O,0.2403
OC1=CC=CC=NC1=N,0.1421
CN=CN(C)C(=N)OC,0.2322
CC1CC(C)C=CC=C1,0.1884
Cc1c(nc[nH]c1=O)C,0.1895
CCN1CC1(CN)C#N,0.271
c1nc(c(o1)C(=N)N)N,0.1795
C#CCC#CC(F)(F)F,0.2818
C1CC1N=C(C=O)N,0.1714
OCCC(O)C#CC=O,0.2047
CC(CO)C1=NC=CO1,0.2445
COC(=N)CC(=O)CO,0.2254
CC(=O)Oc1c[nH]cn1,0.2422
c1c(cnc(c1O)F)N,0.1911
CCCCC#CC(=O)N,0.2341
CC1C=CC(C=O)C1=O,0.2066
CC1(COC1=N)OC=N,0.2664
O=C1CC(O1)C#N,0.2823
COC(C)C(=O)N(C)C,0.2572
CC(O)C1(CO)CCO1,0.3042
CC1(N)C(O)COC1=O,0.2567
CCc1cnccc1O,0.2386
CCC1CCC(O)C1C,0.3205
CCc1nc(on1)C,0.2613
CCC1(CO)COC=N1,0.2672
O=CC1CCOCO1,0.226
CC(CO)CC(O)C#N,0.2878
OCC1(O)CNC1=O,0.2604
O=CCC1COC=N1,0.223
CC1=NC=NC(=N)C=C1,0.1671
CC(=O)CC(=O)C1CN1,0.2052
CC(O)C1CC1OC=N,0.2809
CN=C1CCOCCO1,0.2641
CCC1(O)C(C)OC1C,0.3023
CN=c1n(cco1)C,0.2122
CC1(CC(O1)C#C)C=O,0.2154
OC1(CC=CC1)C#C,0.2683
c1(=O)[nH]nn[nH]1,0.2325
OC(C#C)C1CCOC1,0.2765
OC(CC=O)(C=O)C#C,0.2006
CCCCOCC1CC1,0.338
CC[NH2+]CC(O)C([O-])=O,0.2657
c1c(nc([nH]1)O)CC#N,0.254
CC(C#C)C1OCC=C1,0.2476
CC(C)(CC1CO1)C#N,0.3187
CCC1(CC1)OCC,0.3287
CC(C#C)(C#C)N1CC1,0.2645
COC(C)(C)C(C)C#C,0.3065
CC(C)(CO)OC,0.3178
CCC1(CO1)C(C)OC,0.3377
CCC(C)(O)C(C)C#N,0.3127
COCC#CC1(C)CN1,0.2609
NC=NC1=NOC(=N)O1,0.1908
N=C1OC(=O)C(=C1)C#C,0.1689
CC1CNC(CO1)C#N,0.2558
CC1(N)C(N)C1(C)C#N,0.2702
N=C1CC(C#N)C(=O)N1,0.2497
C#CC1=NCCOCO1,0.2152
CC(O)(CO)CC#N,0.3076
CC(C)N1CC1(C)C#N,0.2775
N=C1NC=NCCC1=O,0.1895
CCCCC(C)(C)C#N,0.3519
CC1C(C=O)C=CC1=O,0.1834
CN1C(C#C)C1C#C,0.2428
CCC1=NC(C)C(C)O1,0.2674
CC(O)C(C=O)N1CC1,0.2214
CCN1C(=O)CNC1=O,0.2561
CCCC(C=O)C1CC1,0.2244
CC1C(O)C1OCC=O,0.2078
O=C1COCCNC=C1,0.1756
CC1(O)CC(O)C1CO,0.307
C#CC(=O)CCCC=O,0.1887
O=C1CC(CC#N)O1,0.2853
Cc1ccn(c(=O)n1)C,0.1843
CN(C=O)c1ncco1,0.2086
CC#CC(=O)C(O)C=O,0.1753
c1cnn(n1)CC#N,0.2559
CCC1CCCOCO1,0.3342
OC(COC=N)C#C,0.2724
CCC(C)(C)C(C)(C)O,0.3247
CCC(O)C1(CO)CN1,0.2937
CNC(=O)C(C)(N)C#N,0.2638
CN(CC=O)CC=O,0.201
C#CC1=CCCC1,0.2099
CC1=COC(=N)C(C)=C1,0.167
CC(O)C(CO)OC=N,0.2736
Cc1ccc(o1)COC,0.226
CC1=CC(=N)C(F)=NN1,0.1788
CC1C(=O)C(C)C1(C)C,0.2213
CN=C(CC#C)OC,0.257
CN1N=NC(=O)NC1=N,0.1835
CN=C1NC(C)(C)C1O,0.2575
CN=C1C(=NC)OCO1,0.2244
CC1(C)OC1(C)C#C,0.2845
CCC(COC)C1CC1,0.3412
CN(C)c1cn[nH]c1O,0.2508
CNC(C=O)C(=O)NC,0.2006
NC(=O)C(NC=O)C=O,0.2112
CCc1cncn1C,0.2456
CN1C=NCC1=O,0.2296
CCCC1(C)CC1C=O,0.2262
CC1NCCCC1=O,0.2103
CCC1=C(C(=O)OC1)C,0.2311
C#CCOCC#CC#C,0.2192
c1c(ncc(n1)F)F,0.2015
C(=N)Nc1[nH]nc(n1)O,0.2033
N=C1C=NNN=NC1=N,0.1697
CNC(C#N)C(=O)C#C,0.1673
OC1=COC(=O)NC1=N,0.2015
CC1=CNC(=N)NC1=O,0.1906
C(C#N)OC=O,0.2797
COC(C(C)C)C(C)O,0.3221
CC#CC1(CC1O)C#N,0.2636
c1cc(=O)cc(nc1)O,0.1403
CC1C(O)COC1C#N,0.3002
Cc1ncc(nn1)N,0.1657
C#CC(=O)C1(COC1)O,0.1772
CCc1cc(n[nH]1)C=O,0.2006
Cc1c(nc(o1)NC)N,0.2146
Cc1c(nc([nH]1)C)NC,0.2055
N=C1NN=CC=NC1=N,0.159
CC1C=C(C)CC1C#N,0.259
c1cc([nH]c1)CNC=O,0.2144
COCC(CO)C1CN1,0.3022
CC1COCC(=O)CN1,0.1992
C(C#N)C(=O)NC(=N)N,0.2138
CN1CC=CCCC1=O,0.2326
Cc1cc(n(n1)C)C#N,0.2179
CC1=CCC(=O)C=CC1,0.177
CCC1OC1(CO)C#N,0.2894
CC(O)C1CC1(O)C#N,0.2778
CC1CC(OC=N1)C#N,0.2654
c1cocc1N(=O)=O,0.1832
CC(CC1CO1)C=O,0.2261
CCC1=NC(C)C(=O)N1,0.2333
CC1(CC=CNC1=O)C,0.2141
CN=C1CC(C)C(=O)N1,0.2406
O=CCC1C=CCC1=O,0.2142
CC1(CCC1C#C)C#N,0.286
CC(C)(C#N)OCCO,0.2911
CC1=CCC(CC1)C#C,0.2603
COCc1cc(co1)N,0.2194
OCC(=O)C1(CN1)C#N,0.2251
CCCOCC(=O)OC,0.2778
CNC1C(CC1=O)C#N,0.1965
C(CC=O)CC(=O)N,0.2267
CC(CC=O)NC=O,0.2288
CC1=CC(=CC=CC1)C,0.1827
CCOC1(CC)CC1O,0.2957
CCC#CC(C)CC=O,0.2187
NC(=O)OC1OCC=C1,0.2571
CCC1COC1CC#C,0.2963
c1c(nc(o1)C#N)C=O,0.1965
CN(CCO)C(=O)CO,0.2566
OC1=NOC(=N)C(O)=N1,0.1678
N=C1NC(=NO1)C#N,0.1768
FC(F)(F)C1CCCO1,0.3433
